ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,CRPV,LTV,Estimated Expense
604,10,2270,356,81.8,7,11,4,116.7,Sacramento,Grocery,346.33,0.152568282,207.798,346.1774317
699,14,2065,70,53.8,3,11,4,125.4,Sacramento,Clothing,247.36,0.119786925,148.416,247.2402131
366,10,2430,453,56.4,24,13,3,133.4,San Francisco,Clothing,287.15,0.118168724,172.29,287.0318313
359,36,2053,118,79.2,12,4,6,99,Palo Alto,Electronics,232.32,0.113161227,139.392,232.2068388
437,44,1678,155,78.9,26,10,7,85.5,Los Angeles,Electronics,296.92,0.176948749,178.152,296.7430513
487,31,1766,243,55.3,21,17,5,104.7,Palo Alto,Electronics,246.21,0.139416761,147.726,246.0705832
637,33,2742,406,89.8,16,2,6,101.8,Palo Alto,Clothing,426.74,0.155630926,256.044,426.5843691
530,38,2121,280,61.8,21,12,6,94.6,Los Angeles,Grocery,303.85,0.143257897,182.31,303.7067421
197,12,2861,262,58.5,21,14,3,135.6,Palo Alto,Electronics,218.5,0.076371898,131.1,218.4236281
586,19,2202,395,64,23,7,4,108.9,Sacramento,Clothing,339.18,0.154032698,203.508,339.0259673
343,29,2161,338,85.4,22,15,6,101.5,Los Angeles,Electronics,312.85,0.144770939,187.71,312.7052291
294,20,2406,300,72,7,14,5,110.9,Los Angeles,Electronics,222.85,0.09262261,133.71,222.7573774
462,42,1621,347,90.5,30,5,8,89.6,San Francisco,Clothing,356.46,0.219901295,213.876,356.2400987
492,39,2280,281,75.6,22,8,7,97.7,Palo Alto,Grocery,326.49,0.143197368,195.894,326.3468026
530,48,1956,126,63.6,3,9,7,76.1,San Francisco,Electronics,227.09,0.116099182,136.254,226.9739008
576,27,1441,176,64.7,28,10,6,107.7,Los Angeles,Clothing,281.13,0.195093685,168.678,280.9349063
678,7,2173,289,60,14,11,4,69.6,San Francisco,Grocery,325.95,0.15,195.57,325.8
725,31,1790,147,94.5,5,8,6,103.2,San Francisco,Electronics,380.31,0.212463687,228.186,380.0975363
567,46,500,51,82.7,10,10,7,101.2,San Francisco,Grocery,293.56,0.58712,176.136,292.97288
522,48,2120,310,78,21,8,8,99.8,Palo Alto,Electronics,293.6,0.138490566,176.16,293.4615094
209,39,2326,368,70.3,23,17,7,110.5,Los Angeles,Electronics,213.81,0.091921754,128.286,213.7180782
256,47,2205,149,64.2,12,5,8,107.5,Palo Alto,Grocery,142.95,0.064829932,85.77,142.8851701
423,25,1429,455,71.1,2,11,5,80.2,Palo Alto,Grocery,332.99,0.233023093,199.794,332.7569769
767,6,2189,473,60.5,1,4,3,95.4,Palo Alto,Electronics,461.17,0.210676108,276.702,460.9593239
423,45,2554,146,74.7,26,12,7,99.6,Palo Alto,Electronics,279.15,0.109299139,167.49,279.0407009
423,35,3348,301,72.9,14,8,6,112.2,Sacramento,Electronics,256.22,0.076529271,153.732,256.1434707
551,20,2462,387,66.7,8,11,5,79.4,Los Angeles,Clothing,345.55,0.140353371,207.33,345.4096466
488,33,2506,492,70.7,17,7,6,111.9,Los Angeles,Electronics,393.61,0.157067039,236.166,393.452933
299,38,2273,110,81.9,26,10,6,114.7,San Francisco,Electronics,157.65,0.069357677,94.59,157.5806423
273,10,1187,187,84.5,13,9,3,100.3,Palo Alto,Electronics,226.71,0.190994103,136.026,226.5190059
271,40,2207,175,89.9,19,16,7,103.8,Sacramento,Clothing,231.11,0.10471681,138.666,231.0052832
286,39,1550,368,63.4,7,12,6,108.7,Los Angeles,Grocery,306.67,0.197851613,184.002,306.4721484
527,47,1408,52,51.5,10,5,7,104.3,San Francisco,Clothing,230.97,0.164041193,138.582,230.8059588
508,47,2229,53,58.3,25,8,8,105.9,San Francisco,Grocery,229.14,0.102799462,137.484,229.0372005
536,39,2183,271,50.7,6,12,7,105.3,Palo Alto,Clothing,288.64,0.132221713,173.184,288.5077783
619,24,2217,101,83.7,4,11,6,85.8,Los Angeles,Clothing,329.19,0.148484438,197.514,329.0415156
774,6,2460,59,89.1,13,7,4,80.8,Sacramento,Grocery,331.24,0.134650407,198.744,331.1053496
684,34,2119,433,55.4,27,13,6,100.4,Los Angeles,Clothing,358.74,0.169296838,215.244,358.5707032
240,33,2696,432,79.7,11,5,5,95.8,Los Angeles,Clothing,272.45,0.101057122,163.47,272.3489429
100,42,2562,471,61.9,27,11,7,89.6,Sacramento,Electronics,228.59,0.089223263,137.154,228.5007767
396,12,2797,287,93.5,16,14,4,114.4,Los Angeles,Grocery,254.01,0.090815159,152.406,253.9191848
340,23,2742,134,64.1,29,17,5,104.2,San Francisco,Clothing,183.24,0.066827133,109.944,183.1731729
450,29,2144,363,75.4,17,1,6,95.4,Sacramento,Grocery,309.54,0.144375,185.724,309.395625
504,24,1247,490,72.1,12,12,5,105.9,Sacramento,Electronics,339.14,0.271964715,203.484,338.8680353
547,42,1599,373,80.5,25,6,7,79.3,Los Angeles,Electronics,320.18,0.200237649,192.108,319.9797624
499,35,1889,142,55.4,6,10,6,89,Sacramento,Grocery,304.73,0.161318158,182.838,304.5686818
377,11,1031,481,73.9,20,15,4,134.4,Palo Alto,Clothing,350.04,0.339515034,210.024,349.700485
322,30,1881,366,64.8,3,8,6,103.2,Sacramento,Grocery,285.03,0.1515311,171.018,284.8784689
504,14,1573,193,70.3,30,8,5,125.4,Palo Alto,Electronics,307.16,0.195270184,184.296,306.9647298
446,35,2141,337,94.6,10,6,7,98.9,Palo Alto,Clothing,335.74,0.156814573,201.444,335.5831854
596,10,812,126,79.7,7,12,3,71.3,Los Angeles,Clothing,242.98,0.299236453,145.788,242.6807635
470,8,1760,220,64.8,8,11,4,123.9,Sacramento,Clothing,303.51,0.172448864,182.106,303.3375511
573,40,1535,114,92.1,28,11,7,85.2,San Francisco,Electronics,284.96,0.185641694,170.976,284.7743583
289,42,1416,331,82.9,8,6,7,99.6,Los Angeles,Electronics,208.07,0.14694209,124.842,207.9230579
513,24,2579,351,54.9,9,10,5,123.1,Los Angeles,Grocery,284.05,0.110139589,170.43,283.9398604
461,8,2240,82,54.5,19,11,4,90.8,Sacramento,Electronics,273.12,0.121928571,163.872,272.9980714
735,6,1561,371,78.8,25,7,3,97.2,Los Angeles,Clothing,400.48,0.256553491,240.288,400.2234465
596,37,1083,361,66.9,2,13,6,107.1,San Francisco,Electronics,347.06,0.320461681,208.236,346.7395383
408,27,1473,161,70.9,6,4,6,70.2,Sacramento,Electronics,195.25,0.132552614,117.15,195.1174474
695,35,2590,101,64.7,5,13,6,106.9,Sacramento,Clothing,332.73,0.128467181,199.638,332.6015328
430,36,1946,457,65.8,3,9,6,107,Palo Alto,Grocery,329.89,0.169522097,197.934,329.7204779
301,5,2018,369,58.2,9,9,3,92.3,Los Angeles,Clothing,305.86,0.151565907,183.516,305.7084341
579,47,3083,400,94.1,18,9,8,101.5,Palo Alto,Grocery,351.31,0.113950697,210.786,351.1960493
504,41,1616,428,57.4,25,9,8,104.2,Sacramento,Grocery,384.67,0.238038366,230.802,384.4319616
627,46,2558,399,80.3,17,13,7,98.4,Palo Alto,Electronics,331.68,0.1296638,199.008,331.5503362
753,5,2282,113,52.3,13,14,4,101.7,Palo Alto,Electronics,341.88,0.149815951,205.128,341.730184
390,46,2921,496,54.9,4,7,7,102.9,Los Angeles,Grocery,346.19,0.118517631,207.714,346.0714824
634,19,1437,283,57.5,30,12,5,128.3,Sacramento,Clothing,377.68,0.262825331,226.608,377.4171747
372,5,2089,405,73,20,17,3,124,San Francisco,Clothing,343.25,0.164313068,205.95,343.0856869
709,29,1206,164,74.1,23,13,6,92.5,Sacramento,Grocery,286.07,0.237205638,171.642,285.8327944
409,32,2217,327,63.6,18,13,5,89.1,Sacramento,Electronics,247.02,0.111420839,148.212,246.9085792
476,45,2659,80,55.9,15,8,7,83.5,San Francisco,Electronics,245.3,0.092252727,147.18,245.2077473
677,18,1691,61,52.7,15,9,4,111,San Francisco,Clothing,319.63,0.189018332,191.778,319.4409817
529,25,2926,194,58.1,17,11,5,100,Los Angeles,Grocery,279.11,0.09538961,167.466,279.0146104
132,35,2766,137,79.5,16,9,7,92.9,Palo Alto,Clothing,106.71,0.038579176,64.026,106.6714208
738,27,1367,99,66.1,30,9,5,101.6,San Francisco,Clothing,313.31,0.229195318,187.986,313.0808047
404,49,2044,147,84.6,23,10,7,69.9,Sacramento,Clothing,269.69,0.13194227,161.814,269.5580577
722,38,1936,203,94.4,24,7,7,82.6,San Francisco,Electronics,395.78,0.204431818,237.468,395.5755682
476,10,2379,376,57.7,27,12,4,114.5,Los Angeles,Electronics,276.98,0.11642707,166.188,276.8635729
342,25,2560,97,83.5,29,9,6,95.5,San Francisco,Grocery,210.86,0.082367188,126.516,210.7776328
597,13,2804,89,54.1,7,5,5,112.6,Los Angeles,Grocery,232.61,0.082956491,139.566,232.5270435
457,30,1276,68,68.3,6,6,6,90.8,Los Angeles,Grocery,247.77,0.194177116,148.662,247.5758229
780,9,2351,473,63.6,14,10,3,117,Sacramento,Electronics,457.64,0.194657593,274.584,457.4453424
659,11,1810,281,58.8,26,8,4,114.7,Palo Alto,Clothing,299.48,0.165458564,179.688,299.3145414
431,47,2000,339,51.2,27,17,8,80.7,Palo Alto,Clothing,318.74,0.15937,191.244,318.58063
737,47,2501,241,69.7,24,10,7,123.2,San Francisco,Clothing,394.55,0.157756897,236.73,394.3922431
539,33,2598,426,51.9,6,11,7,97.5,Palo Alto,Clothing,352.73,0.135769823,211.638,352.5942302
239,35,2236,358,70.5,30,8,6,97.7,San Francisco,Grocery,269.33,0.120451699,161.598,269.2095483
455,29,2642,482,84.7,25,16,6,101.8,San Francisco,Grocery,390.63,0.147853899,234.378,390.4821461
455,19,1065,186,82.9,13,9,5,115.6,Los Angeles,Grocery,232.39,0.218206573,139.434,232.1717934
584,50,2532,272,76.7,6,13,8,84.1,Palo Alto,Clothing,321.91,0.127136651,193.146,321.7828633
518,17,2583,377,80.7,16,9,4,115.3,Palo Alto,Electronics,369.03,0.142868757,221.418,368.8871312
356,22,2324,446,91.9,25,12,5,118.8,Sacramento,Grocery,350.1,0.150645439,210.06,349.9493546
595,32,2015,194,74.2,20,16,5,99,San Francisco,Electronics,321.53,0.159568238,192.918,321.3704318
339,25,2255,60,54.9,18,7,6,106.2,Los Angeles,Electronics,206.87,0.091738359,124.122,206.7782616
348,23,1611,253,73.4,6,15,4,111.4,Palo Alto,Clothing,291.83,0.181148355,175.098,291.6488516
557,32,1487,388,61.4,9,8,5,106.7,Sacramento,Clothing,315.48,0.212158709,189.288,315.2678413
370,24,1452,60,93,2,15,6,104.5,Los Angeles,Grocery,197.06,0.135716253,118.236,196.9242837
568,24,2230,156,60.7,4,15,5,107.8,San Francisco,Electronics,238.05,0.106748879,142.83,237.9432511
484,46,1431,108,73.4,11,9,8,83.7,Palo Alto,Clothing,207.19,0.144786862,124.314,207.0452131
640,13,1442,309,83.2,7,11,5,117.5,Los Angeles,Electronics,383.65,0.266054092,230.19,383.3839459
601,41,2654,233,94.5,21,8,7,91.6,Palo Alto,Grocery,329,0.123963828,197.4,328.8760362
424,48,2427,109,94.1,27,6,7,90.4,Palo Alto,Clothing,279.99,0.115364648,167.994,279.8746354
408,12,2345,148,76.3,13,11,4,82.1,Palo Alto,Electronics,273.06,0.116443497,163.836,272.9435565
504,26,2477,416,62.9,2,16,5,108,Palo Alto,Grocery,362.81,0.146471538,217.686,362.6635285
465,37,2451,263,78.5,14,4,6,99.3,Sacramento,Grocery,308.64,0.125924113,185.184,308.5140759
552,43,1998,492,89.8,2,5,8,90,Los Angeles,Electronics,368.48,0.184424424,221.088,368.2955756
437,37,2006,447,54.7,17,8,7,126.4,Palo Alto,Electronics,287.97,0.143554337,172.782,287.8264457
481,10,2193,330,63.1,30,11,4,95.9,Sacramento,Grocery,269.31,0.122804378,161.586,269.1871956
431,48,2521,100,83,11,5,8,101.5,San Francisco,Grocery,238.41,0.094569615,143.046,238.3154304
549,16,2615,109,81.2,3,13,4,87.6,Los Angeles,Clothing,251.28,0.096091778,150.768,251.1839082
515,36,1694,445,72.2,16,8,6,112.5,Palo Alto,Grocery,327.83,0.193524203,196.698,327.6364758
723,19,1226,273,77.6,14,7,5,85.7,Los Angeles,Electronics,358.23,0.292194127,214.938,357.9378059
616,40,1970,416,56.9,23,17,7,107.3,Los Angeles,Clothing,360.53,0.183010152,216.318,360.3469898
350,16,2571,205,87,20,11,5,89.5,San Francisco,Clothing,281,0.109295994,168.6,280.890704
398,21,2344,178,92.5,13,7,4,90,Palo Alto,Clothing,262.3,0.11190273,157.38,262.1880973
505,8,2146,72,74.7,3,6,3,98.9,Los Angeles,Grocery,193.44,0.090139795,116.064,193.3498602
437,12,1653,139,58.4,11,9,3,94.5,Palo Alto,Electronics,234.43,0.141820932,140.658,234.2881791
622,39,3574,158,75.4,12,12,7,112.9,Palo Alto,Grocery,309.67,0.086645215,185.802,309.5833548
559,24,2434,341,75.1,22,14,6,83.6,Palo Alto,Clothing,331.24,0.136088743,198.744,331.1039113
373,22,1756,179,54.4,28,9,6,91.9,Palo Alto,Grocery,273.89,0.155973804,164.334,273.7340262
889,8,1494,168,87.4,5,6,4,101.9,Sacramento,Electronics,401.49,0.26873494,240.894,401.2212651
325,34,2254,90,71.1,18,12,6,112.4,Los Angeles,Clothing,194.59,0.086330967,116.754,194.503669
351,6,655,360,85.2,8,5,4,101.7,Los Angeles,Clothing,258.1,0.394045802,154.86,257.7059542
529,7,2101,264,86.3,6,11,4,101.8,San Francisco,Grocery,305.74,0.14552118,183.444,305.5944788
352,36,2396,384,74.3,26,13,6,94.6,Palo Alto,Clothing,328.54,0.1371202,197.124,328.4028798
611,32,1673,415,65.2,4,13,7,103.5,San Francisco,Grocery,357.05,0.213419008,214.23,356.836581
530,27,1991,443,73.5,12,12,5,106.3,Los Angeles,Grocery,399.96,0.200883978,239.976,399.759116
670,32,1458,414,51.4,4,8,6,100.4,San Francisco,Electronics,414.06,0.28399177,248.436,413.7760082
545,28,1887,250,93.1,8,12,5,100.2,San Francisco,Grocery,329.54,0.17463699,197.724,329.365363
422,32,1645,60,71,21,11,6,105,Palo Alto,Grocery,227.82,0.138492401,136.692,227.6815076
679,5,1876,298,73.5,17,7,3,70.5,Los Angeles,Clothing,345.46,0.184147122,207.276,345.2758529
483,21,2253,213,93.5,23,8,4,113.3,Sacramento,Grocery,269.67,0.119693742,161.802,269.5503063
360,45,1540,423,94.6,26,6,8,86,Los Angeles,Grocery,309.95,0.201266234,185.97,309.7487338
511,47,2404,135,84.1,21,7,7,80.7,Los Angeles,Electronics,244.29,0.101618136,146.574,244.1883819
416,8,1943,460,56.1,26,14,4,120,Sacramento,Clothing,360.45,0.185512095,216.27,360.2644879
593,26,2452,442,52.9,26,3,6,101.6,Los Angeles,Clothing,354.4,0.144535073,212.64,354.2554649
645,41,1332,453,78.6,20,13,7,94.9,San Francisco,Grocery,442.54,0.332237237,265.524,442.2077628
405,6,1222,396,55,19,11,3,86.6,San Francisco,Clothing,279.37,0.228617021,167.622,279.141383
623,35,2194,479,66.3,12,5,6,92.8,Sacramento,Grocery,438.57,0.199895169,263.142,438.3701048
506,19,2204,405,60.1,27,12,5,118.3,Los Angeles,Grocery,358.2,0.162522686,214.92,358.0374773
601,7,1426,290,83.1,16,14,4,97.2,Palo Alto,Grocery,369.09,0.258828892,221.454,368.8311711
402,24,1940,464,91.5,20,10,5,83.6,San Francisco,Electronics,375.77,0.193695876,225.462,375.5763041
770,39,2056,184,72.3,22,5,7,107.2,Los Angeles,Grocery,322.52,0.156867704,193.512,322.3631323
347,19,1167,298,67.6,8,7,5,64.5,San Francisco,Grocery,283.39,0.242836332,170.034,283.1471637
625,37,1534,277,81.7,7,8,7,99.2,Sacramento,Clothing,324.28,0.211395046,194.568,324.068605
455,16,2540,231,77,15,11,4,79.1,Palo Alto,Electronics,250.63,0.098673228,150.378,250.5313268
407,17,1942,490,72.3,27,9,4,74.7,Los Angeles,Clothing,323.23,0.166441813,193.938,323.0635582
434,46,1041,219,89.4,6,10,7,88.2,Sacramento,Grocery,252.82,0.242862632,151.692,252.5771374
444,8,2794,451,83.2,25,11,3,84.4,Los Angeles,Clothing,306.29,0.109624195,183.774,306.1803758
541,31,1888,306,90.1,15,8,7,101.9,Los Angeles,Clothing,346.12,0.183326271,207.672,345.9366737
685,43,1631,287,70.7,12,14,6,88,Sacramento,Electronics,401.15,0.245953403,240.69,400.9040466
391,37,1935,412,84.9,6,11,6,93,Sacramento,Electronics,269.5,0.139276486,161.7,269.3607235
391,27,2100,115,83.1,24,6,6,104.7,Palo Alto,Electronics,210.98,0.100466667,126.588,210.8795333
524,13,1879,201,76.9,18,10,4,120.8,San Francisco,Clothing,301.75,0.16059074,181.05,301.5894093
461,25,1907,306,80.9,27,6,6,104.5,Sacramento,Clothing,323.4,0.169585737,194.04,323.2304143
543,22,2285,497,71.8,15,13,6,102.8,Los Angeles,Electronics,335.66,0.146897155,201.396,335.5131028
533,40,1223,124,74.4,1,11,7,89.7,Sacramento,Clothing,301.18,0.246263287,180.708,300.9337367
864,32,1652,440,55.1,29,13,6,97.4,Palo Alto,Clothing,471.02,0.285121065,282.612,470.7348789
538,23,1565,304,53.3,26,5,5,98.4,Sacramento,Grocery,325.15,0.207763578,195.09,324.9422364
573,24,2065,110,66.1,7,12,5,90.2,Palo Alto,Grocery,230.53,0.111636804,138.318,230.4183632
552,24,1388,111,73,22,4,5,92,Palo Alto,Electronics,254.79,0.183566282,152.874,254.6064337
322,24,2194,207,85.7,24,4,4,95.3,Los Angeles,Clothing,278.56,0.126964448,167.136,278.4330356
694,46,1363,159,53.4,1,9,7,113.6,Sacramento,Grocery,273.07,0.200344828,163.842,272.8696552
408,13,1376,360,63.2,26,12,4,102.2,San Francisco,Clothing,316.78,0.230218023,190.068,316.549782
370,41,2584,284,74.4,10,9,6,127.6,Sacramento,Electronics,229.92,0.088978328,137.952,229.8310217
587,9,2656,319,62.6,27,8,3,98.9,Los Angeles,Clothing,317.19,0.119423946,190.314,317.0705761
410,10,1712,479,69.5,22,7,4,89,Sacramento,Electronics,331.26,0.193492991,198.756,331.066507
712,33,2744,174,76.3,2,6,6,120.3,Sacramento,Grocery,316.05,0.115178571,189.63,315.9348214
638,43,2697,472,92,15,7,7,107.5,San Francisco,Grocery,386.23,0.143207267,231.738,386.0867927
250,49,2127,250,58.2,3,7,8,98.6,San Francisco,Grocery,189.98,0.089318289,113.988,189.8906817
617,37,1973,499,79.6,7,9,6,105.4,Sacramento,Clothing,382.83,0.194034465,229.698,382.6359655
422,18,1577,260,63.3,11,8,4,85.4,Los Angeles,Electronics,223.11,0.141477489,133.866,222.9685225
610,48,2467,151,63,30,7,7,88.4,Los Angeles,Electronics,294.81,0.119501419,176.886,294.6904986
280,16,2551,160,61.1,23,15,5,117.8,Palo Alto,Grocery,173.64,0.068067425,104.184,173.5719326
818,36,1654,497,52.1,6,8,6,99.1,Sacramento,Electronics,422.05,0.255169287,253.23,421.7948307
452,19,1092,324,57.5,3,8,4,115.5,Palo Alto,Clothing,279.97,0.256382784,167.982,279.7136172
386,40,1937,468,81.8,13,6,7,94.9,Palo Alto,Grocery,306.11,0.158033041,183.666,305.951967
539,15,2512,257,67,10,11,4,121.2,Los Angeles,Grocery,340.89,0.135704618,204.534,340.7542954
575,21,2304,229,72.4,2,8,5,122.4,Sacramento,Grocery,318.41,0.138198785,191.046,318.2718012
759,8,2112,123,54.6,23,7,4,84.4,San Francisco,Electronics,372.54,0.176392045,223.524,372.363608
616,12,1610,190,83.3,1,9,4,72.9,Sacramento,Clothing,302.41,0.187832298,181.446,302.2221677
392,39,2964,210,55.3,2,13,6,99.4,Sacramento,Electronics,243.91,0.082290823,146.346,243.8277092
305,24,2388,392,55,12,20,5,113.5,San Francisco,Grocery,231.49,0.096938861,138.894,231.3930611
392,14,2280,352,59,26,14,4,117.5,Sacramento,Electronics,325.35,0.142697368,195.21,325.2073026
477,8,1436,220,67.3,25,7,3,88.8,Palo Alto,Clothing,281.07,0.195731198,168.642,280.8742688
525,34,2217,141,51,7,12,7,99.1,San Francisco,Grocery,257.52,0.116156969,154.512,257.403843
539,6,3002,411,65.1,27,7,3,88.6,San Francisco,Grocery,317.66,0.105816123,190.596,317.5541839
196,7,2067,315,66.2,26,11,3,88.7,Sacramento,Electronics,255.68,0.123696178,153.408,255.5563038
623,21,2141,228,58.6,2,12,4,115.6,Sacramento,Grocery,271.96,0.127024755,163.176,271.8329752
890,9,2009,381,74.2,19,7,4,135.1,Los Angeles,Clothing,445.62,0.221811847,267.372,445.3981882
629,49,2326,409,82.6,26,6,7,76.8,San Francisco,Clothing,361.13,0.155257954,216.678,360.974742
501,16,2901,258,80.7,10,8,4,60,Los Angeles,Clothing,263.45,0.090813513,158.07,263.3591865
398,13,1640,94,77.5,14,11,5,140,Los Angeles,Clothing,247.8,0.151097561,148.68,247.6489024
510,8,1987,477,80,5,14,4,71.6,Sacramento,Clothing,374.18,0.188314041,224.508,373.991686
433,5,1841,349,53.5,6,8,4,108,Palo Alto,Grocery,248.04,0.134731124,148.824,247.9052689
497,13,1338,386,53.1,21,12,4,96.1,Palo Alto,Electronics,375.57,0.280695067,225.342,375.2893049
533,6,1709,181,63,27,8,4,95.6,Sacramento,Grocery,241.28,0.141181978,144.768,241.138818
735,9,2619,344,52.5,22,8,4,92.5,San Francisco,Electronics,426.08,0.162688049,255.648,425.917312
579,14,2071,219,69.6,27,4,5,82.3,San Francisco,Clothing,300.13,0.144920328,180.078,299.9850797
340,33,2698,200,66.3,27,7,6,110.2,San Francisco,Clothing,242.77,0.089981468,145.662,242.6800185
649,39,2150,333,71.8,29,9,7,99.4,Los Angeles,Grocery,339.15,0.157744186,203.49,338.9922558
408,49,2110,276,93.2,28,8,7,92.2,Palo Alto,Clothing,313.53,0.148592417,188.118,313.3814076
377,41,2342,238,79.7,13,7,7,101,San Francisco,Clothing,302.54,0.129180188,181.524,302.4108198
321,10,2141,407,78,14,12,4,120.2,Sacramento,Grocery,300.29,0.140256889,180.174,300.1497431
370,7,1357,342,63.1,6,15,3,81.3,San Francisco,Electronics,303.08,0.223345615,181.848,302.8566544
579,24,1907,64,71.4,9,11,6,113.5,Los Angeles,Clothing,296.49,0.155474567,177.894,296.3345254
465,39,2023,236,52.2,12,7,6,94.8,San Francisco,Electronics,234.23,0.11578349,140.538,234.1142165
537,19,989,350,92.5,28,8,5,107.4,Los Angeles,Electronics,381.49,0.385733064,228.894,381.1042669
557,44,2297,207,81.9,19,14,7,90,Los Angeles,Grocery,275.55,0.119960818,165.33,275.4300392
640,15,2485,282,56.9,4,12,5,110.6,Sacramento,Clothing,309.24,0.124442656,185.544,309.1155573
584,17,1909,90,52.2,16,10,4,108.9,Palo Alto,Grocery,270.42,0.141655317,162.252,270.2783447
363,8,2096,149,89.6,17,8,3,134,Palo Alto,Grocery,229.72,0.109599237,137.832,229.6104008
377,16,1990,380,83.4,7,8,5,121.2,San Francisco,Grocery,283.97,0.142698492,170.382,283.8273015
484,39,2875,235,90.3,26,14,7,93.1,San Francisco,Grocery,247.35,0.086034783,148.41,247.2639652
508,28,1201,131,55.1,18,13,6,108,Palo Alto,Grocery,236.99,0.197327227,142.194,236.7926728
665,22,1699,255,69.2,12,10,5,113.3,Palo Alto,Grocery,313.72,0.184649794,188.232,313.5353502
484,49,2476,81,92.1,9,9,8,69.4,Los Angeles,Grocery,250.25,0.101070275,150.15,250.1489297
467,20,2836,130,77.1,29,7,4,107.4,Los Angeles,Grocery,256.15,0.090320874,153.69,256.0596791
650,25,1874,358,60.8,17,7,5,92,Los Angeles,Grocery,383.34,0.204557097,230.004,383.1354429
262,22,2247,97,51.8,4,14,5,90,San Francisco,Clothing,219.04,0.097481086,131.424,218.9425189
221,40,1087,175,54.3,21,12,6,121.6,Palo Alto,Grocery,210.4,0.193560258,126.24,210.2064397
476,32,1609,492,80.1,19,15,6,81.7,Sacramento,Grocery,369.02,0.229347421,221.412,368.7906526
243,23,1515,355,78.3,16,7,5,83.5,Los Angeles,Electronics,277.41,0.183108911,166.446,277.2268911
514,32,1359,491,66.3,18,10,6,71.8,Sacramento,Electronics,346.37,0.254871229,207.822,346.1151288
495,32,2204,491,73.2,4,12,5,77.9,Sacramento,Clothing,338.05,0.153380218,202.83,337.8966198
729,38,1776,295,74.4,17,12,7,107,San Francisco,Clothing,410.52,0.231148649,246.312,410.2888514
588,16,2382,246,87.1,23,6,4,82.4,Palo Alto,Clothing,362.07,0.152002519,217.242,361.9179975
297,27,2390,448,51.9,19,9,5,116.3,Los Angeles,Electronics,293.5,0.122803347,176.1,293.3771967
162,10,2069,371,63.1,3,6,3,90.9,Palo Alto,Grocery,183.34,0.088612856,110.004,183.2513871
353,9,2585,370,87.5,17,9,4,84.4,Palo Alto,Grocery,287.63,0.111268859,172.578,287.5187311
328,18,2478,409,69.7,3,13,4,61.5,Palo Alto,Clothing,278.18,0.112259887,166.908,278.0677401
448,33,2657,226,56.3,22,7,5,103.5,Palo Alto,Electronics,240.09,0.09036131,144.054,239.9996387
406,43,2619,72,71.9,5,8,8,95,Sacramento,Electronics,184.25,0.070351279,110.55,184.1796487
497,49,2093,301,83.1,23,8,8,83.8,Los Angeles,Clothing,278.24,0.132938366,166.944,278.1070616
387,37,1940,99,59.5,27,9,7,92.9,Palo Alto,Grocery,181.55,0.093582474,108.93,181.4564175
599,18,1528,311,88.2,1,9,5,115.2,San Francisco,Clothing,316.95,0.20742801,190.17,316.742572
545,11,1838,81,63.2,12,13,4,136.6,Palo Alto,Clothing,273.66,0.148890098,164.196,273.5111099
713,24,1890,90,61.4,4,11,5,106,Sacramento,Electronics,301.62,0.159587302,180.972,301.4604127
645,43,2408,426,52.3,17,16,7,89.9,Los Angeles,Electronics,368.13,0.152877907,220.878,367.9771221
387,27,2105,253,57.7,15,14,6,104.6,Sacramento,Grocery,258.33,0.12272209,154.998,258.2072779
283,48,3436,397,82,24,12,7,83.7,Sacramento,Grocery,273.15,0.079496508,163.89,273.0705035
483,23,1867,186,67.2,21,9,4,107.6,San Francisco,Electronics,295.25,0.158141403,177.15,295.0918586
336,21,2265,281,52.3,22,9,5,104.2,Los Angeles,Electronics,276.23,0.12195585,165.738,276.1080442
631,16,1453,52,54.8,4,13,4,121.2,Sacramento,Clothing,231.96,0.15964212,139.176,231.8003579
550,20,2363,119,83.5,12,6,4,113.1,Los Angeles,Grocery,233.68,0.09889124,140.208,233.5811088
692,17,2220,346,51.1,27,12,5,97.9,Los Angeles,Electronics,372.43,0.167761261,223.458,372.2622387
355,10,1189,407,71.1,29,10,4,116.9,Sacramento,Clothing,327.19,0.275180824,196.314,326.9148192
691,37,1885,488,54.8,21,12,6,114.9,Los Angeles,Electronics,400.66,0.212551724,240.396,400.4474483
577,23,1667,478,87.8,28,10,6,80.3,San Francisco,Grocery,365.86,0.219472106,219.516,365.6405279
388,13,1828,278,91.8,2,11,4,97.6,Sacramento,Grocery,240.24,0.131422319,144.144,240.1085777
407,29,2226,97,60.9,22,2,6,86.5,Sacramento,Grocery,228.32,0.102569632,136.992,228.2174304
412,22,2229,123,86.7,29,14,5,80.1,Palo Alto,Electronics,240.11,0.107720951,144.066,240.002279
484,44,1749,365,54.4,27,11,7,113.2,Los Angeles,Grocery,342.59,0.195877644,205.554,342.3941224
561,32,1586,66,70,14,19,5,124.8,Palo Alto,Clothing,223.88,0.141160151,134.328,223.7388398
488,27,1925,95,78.4,21,15,5,69.7,Sacramento,Clothing,236.54,0.122877922,141.924,236.4171221
591,38,1605,223,89.8,24,10,7,96.2,San Francisco,Clothing,321.65,0.200404984,192.99,321.449595
